LinearRegression,DecisionTree,Lasso,XGBoost,AdaBoost
0.18461832500484399,-1.9776589896551,0.21499870904787266,-1.0717206867658944,-0.41108578570713283
0.2682754033227347,-0.4849075139125072,0.24409590034130657,-0.17850831122476674,0.08853822917290843
0.2931046978951235,-0.4474380860091234,0.2521988849548944,-0.2809652169889767,0.12053376637750823
0.36316717804186627,-0.5191678985022665,0.32827176658651225,0.0719314804651866,0.04954520594968981
0.44345140887757784,-0.5662623862254579,0.38435631036955575,0.11661487399498771,0.038580609672144384
0.3385095650920589,-0.529757442614528,0.2092237003561046,0.07311936576496525,-0.06011047448563023
0.47005425638073484,-1.1195669972542168,0.33797144006325763,-0.691791393562895,-0.21539026842535125
-0.5701695127930997,-5.851406109684878,-0.3528802522762955,-1.1846139105360147,-1.0799374878920256
0.49035695270022595,-0.7731537921669165,0.3833916236709355,-0.24745897148060148,-0.10021136789021146
0.02692241190439615,-1.1250856334381671,0.058898751468465904,-0.1443051162252149,0.001044278158360834
